,User,Date Created,Language,Number of Likes,Source of Tweet,Tweet
463,NancyPerlman1,2019-05-30 00:54:03+00:00,en,0,Twitter for Android,"@ShelbyKStewart #TwitterBlackout in the books for this #Resister. No matter what you choose to do, it was your personal preference. Remember we're #StrongerTogether &amp; need to be supportive of each other. If not, the unthinkable will happen 😘😘😘 https://t.co/wJoKJ9FlQE"
464,BernieMamorbor,2019-05-30 00:00:19+00:00,en,1,Twitter for iPhone,"My #TwitterBlackout was a little longer. Just too busy at work today. 

#MuellerSpeaks he needs to testify. I’m just saying"
465,BunnyGlovesoff,2019-05-29 23:18:05+00:00,en,3,Twitter for Android,"@FSFtoday1 @burd71 @braden_rose @brandysnyder @BrentMcCay @BrentonEicks @brickhouse1964 @BrightestJewell @britin17k @broadwatertmb @Brotatopics @Bubbabullybear @BudGothmog44 @Buffalo171z @BWheatnyc @_Carja @CAakaWW @CajunBlueAZ1 @caligurlchef @CalynaHaunt I've been slamming busy and did the #TwitterBlackOut I missed everybody! Thank you, Ben! 😀"
466,Chewythewookie1,2019-05-29 23:05:21+00:00,en,2,Twitter Web App,"@ItsJeffHudson @CharlesJohanna4 @charlottemorl13 @cheeriokeeper3 @ChelleHoniker @Cheryl1betofan @chezguyg @ChickenSpaz @ChisholmSmurf @chris73451067 @Cjwhiteway @Clary_Catherine @claypaulnobles @ClaytonG1959 @clitterati_the @ConnieandMe1024 @ConscienceIsIt @CopelandJulia Thanks
I was in the #TwitterBlackout"
467,Chewythewookie1,2019-05-29 22:55:13+00:00,en,0,Twitter Web App,"Cant believe I did the #TwitterBlackout  
The WHOLE 48

#LetUsSpeak"
468,SKVL75,2019-05-29 22:54:52+00:00,en,2,Twitter for iPad,@Ironhorse76 @sianoresist Maybe he hasn’t signed back in after the #TwitterBlackout ?
469,american2084,2019-05-29 22:46:12+00:00,en,8,Twitter Web Client,"@SoZooMe1 @CuriousOne999 @Rose52413 @kickassblues @JediSlasher @NJAInteriors1 @ghiamia73 @CShalex @miss96jane @SusanMahoney16 @Hildy271 @alan_gamm @boogykas @thecatsmeowmw2 @pmsmom61 @lacefire7 @thatgirlinsb @liewbob @AmericanVet74 @LA_Karma2 @asher41600 @BudGothmog44 Thank-You, Jason.
I avoided the temptation to check in, because that would have given Twitter ad revenue.  I was off Twitter for over 48 hours for the #TwitterBlackout and I missed everyone terribly."
470,mrsbunnylloyd,2019-05-29 21:18:28+00:00,en,0,Twitter Web App,@american2084 @pam_brundige I did check on news sites and saw no mention of the #TwitterBlackout but I too did not even login to Twitter it would give them revenue.  I stuck to it also.  I am disappointed that it does not seem to have had an effect.  But we may hear in a few weeks that it did dent a bit?
471,yorksterbad,2019-05-29 21:02:53+00:00,en,4,Twitter Web Client,"@BobSachemano @Lucyandricky613 @zzcouch1gmailc3 @shannanlc @dewhirst_v @mermansteve @ommatid @jjsmokkieBOY57 @scottbabcock @Mandy_Rabble @bunnykittenpupp @SAdemocrat @nelsoneagle @And_Massari @CindyinMemphis2 @Macinca19 @Itsagoodlife48G @HondoResists @SaraLies4Trump Thank you for the mention!
(i just returned from #TwitterBlackout ) https://t.co/syLiGsep51"
472,ZooZuzPetals,2019-05-29 20:11:40+00:00,en,0,Twitter Web App,Ya think? #TwitterBlackout https://t.co/0pl05847Td
473,LindaHall54,2019-05-29 20:04:00+00:00,en,0,Twitter for Android,@BriansNewHeart I was out for two days for the #TwitterBlackout and now I can't find the lists of resisters... could you please RT it for me? TIA
474,mamahasaheadac1,2019-05-29 19:57:29+00:00,en,0,Twitter for iPhone,@Ironhorse76 Me!!!!  Rested up. Bright eyed now. I didn’t see your post. #TwitterBlackout.
475,TNsmartass,2019-05-29 19:48:56+00:00,en,1,Twitter for iPhone,"Every time I stay off of Twitter something worse happens for Shitler. Two days worth of #TwitterBlackout &amp; the next day, Bob Mueller jumps in front of the American people to summarize his report on live tv. I quit."
476,JelaniRaysMom,2019-05-29 19:38:27+00:00,en,2,Twitter for iPhone,"Welcome back #Resisters!

Back from our #SocialMediaBlackout
#TwitterBlackOut   Who made it through? 🤚 

What a day to come back to Twitter. #MuellerSpeaks https://t.co/rnmtFuYWk7"
477,LindaHall54,2019-05-29 19:11:49+00:00,en,0,Twitter for Android,How many people actually took part in the #TwitterBlackout ? Let's here it in the comments
478,QueenG719,2019-05-29 18:41:53+00:00,en,4,Twitter for iPad,@ShelbyKStewart This is where I was during the #TwitterBlackout  I found my Zen Space  #CounterSocial ..and where I will run 🏃🏾‍♀️ to when I want to throw things at my TV when the #OrangeIdiot speaks🤬🤣😂🥰🤢🤮😂 https://t.co/PzT7qO0vuC
479,fElizabethPerry,2019-05-29 18:22:32+00:00,en,0,Twitter for Android,"@ShelbyKStewart Damn, I took the weekend off for my hubby's birthday. I had no idea that there was a #TwitterBlackout or a #TheResistanceRises! A few days away and I miss all the good stuff!"
480,SKVL75,2019-05-29 18:18:35+00:00,en,0,Twitter for iPad,Back from #TwitterBlackOut!
481,NLuvWitUOnly,2019-05-29 18:14:46+00:00,en,0,Twitter for Android,"Coming back online..
My first login..
My first tweet..
What all happened while I was gone?
It was actually very easy to do. How did we do?
Did we have enough support to get #TwitterBlackout #trending?"
482,social411now,2019-05-29 18:08:56+00:00,en,2,Twitter for Android,"Why is it that EVERY TIME big news about #Trump happens we get muted by twitter? Do the #Russians OWN #Twitter??

#TheResistanceRises 

#TwitterBlackout"
483,CellBeatz25,2019-05-29 17:59:31+00:00,en,2,Twitter for Android,"When the #Humpday vibes got you thinking you #Tupac 
#dance #TrendingNow #Like #follow #TwitterBlackout https://t.co/fCXdLAxQ43"
484,LindaHall54,2019-05-29 17:50:07+00:00,en,0,Twitter for Android,This is my first tweet on the other side of the #TwitterBlackout . Did you miss me? Do you think we did any good?
485,SundayRoyale,2019-05-29 17:39:22+00:00,en,42,Twitter for iPhone,"Thread 1/ I find it fascinating how many people seemed truly incensed over the #TwitterBlackout.
Thank you to those who participated AND those who supported the folks who chose to do something that WE felt was right."
486,Rainbows2xs,2019-05-29 17:38:48+00:00,en,12,Twitter for iPad,"@RhymesRadical Love my resister friends !💙 After #TwitterBlackout, I came back to a frozen account &amp; lost 2K followers while in Twitter Jail.
Will FB asap - @Rainbows2xs 
Backup account @Bluesky2"
487,DCurto7165,2019-05-29 17:33:49+00:00,en,0,Twitter Web Client,Good to be back from the #TwitterBlackout
488,TyMurphy19,2019-05-29 17:31:54+00:00,en,6,Twitter for Android,"@Gr3Te4rights @happysnarkygal2 @JeanneGoodling @JannardMarc @JesseThomasJoh1 @GreggMarius1 @yokoboji @March4HerandUs @LRJ023 @TheRavensNest4 @flajeffreyt @marisac721 @electroboyusa @Mackaveli8 @CBailie @cbakes82 @small1ldy1 @NAudrey_ST @arleta_james @meowmix67 @unbrokeMs1 @nudog71 Thanks so much for including me in your shout out, Grete
Followed all, Welcome back to those who observed #TwitterBlackout 

Now lets get back to work!
#TheResistanceRises https://t.co/MsbgH0w1PU"
489,Pzeedrummer9,2019-05-29 17:09:12+00:00,en,0,Twitter Web App,"🔻🔻🔻 Lindsey graham was angry because #LindseyGrahamResign trended

So we should take this route of bombardment to be heard now that #TwitterBlackout is over 🔺️🔺️🔺️"
490,xbabykittyrose,2019-05-29 16:59:46+00:00,en,0,Twitter Web Client,Welcome back to all the accounts that participated in  #TwitterBlackout
491,BAM_AZ,2019-05-29 16:30:05+00:00,en,1,Twitter Web App,#Twitterblackout  Told acct restricted 2x while logged out/inactive? Lost 900 vetted resistors/followers? Service charge for bot check? Wow🙄
492,HemptressRaven,2019-05-29 16:27:27+00:00,en,3,Twitter Web App,@ShelbyKStewart I did the full 48 hours!  💙👍🥰💧#TwitterBlackout #IDidIt #Resist
493,Clark408,2019-05-29 16:19:17+00:00,en,2,Twitter for Android,I just came back from two days of the #TwitterBlackout. Did I miss anything?
494,HanianEmpress,2019-05-29 16:06:20+00:00,en,11,Twitter Web Client,"So now that I'm finally kinda caught up after returning from two days away from Twitter I'm wondering did everyone miss us?

#TwitterBlackout"
495,ExcusedEarly,2019-05-29 16:06:16+00:00,en,3,Twitter Web Client,"I'm back on Twitter after the #TwitterBlackOut and the first thing I see is Mueller resigning? 
Oh Mueller, for Pete's sake."
496,FalResistsHate,2019-05-29 15:48:47+00:00,en,3,Twitter for Android,"@otter272 @christinica_cms @CahalinEmy @Back_dafucup @vixxjaney @Dimafadma @GotJanie @gretchen0912 @RoxyMcDuffie @LuciaRendn4 @Hollenbeck_Girl @Carene40 Thank you Steve! I'm back from the #TwitterBlackout just in time for #WomenPowerWednesday! I love this day! I'm also happy to see #TheResistanceRises trending. One love, my friends! https://t.co/UxMU6HMc40"
497,Gigigurl831,2019-05-29 15:37:53+00:00,en,0,Twitter Web Client,"Twitter free for 56 hours! I'm not gonna lie - it was hard. What'd I miss? 
#TwitterBlackout"
498,TheJarlequin,2019-05-29 15:28:41+00:00,en,0,Twitter for iPhone,Back from #TwitterBlackout... did I miss anything?
499,MtnManMT6,2019-05-29 15:27:07+00:00,en,0,Twitter for Android,"#TwitterBlackout

Singing back into Twitter."
500,DontDeflect,2019-05-29 15:20:54+00:00,en,2,Twitter for iPhone,"‼️I’M BACK, AFTER #TwitterBlackout ‼️

If you’ve followed me in the last coupla day, give me a day or so to catch up!

(WHEW! That was harder to do than I thought!)."
501,basketnrse,2019-05-29 15:20:15+00:00,en,2,Twitter for iPhone,I’m back from my #TwitterBlackout   Thanks to everyone who followed me while I was away. I will follow back - please be patient with me as I work through this. #MuellerSpeaks Listen to what he said today. It’s time to #ImpeachTheMF
502,SteamVerity,2019-05-29 15:17:42+00:00,en,0,Twitter for Android,"With only two days of basic promotion and the possibilty Twitter was using the power they boast in their terms to limit hashtags as they desire, #TwitterBlackout was reasonably successful and has potential to send a message that we retain collective power over private interest."
503,danaking60,2019-05-29 15:15:49+00:00,en,7,Twitter for iPhone,"#TwitterBlackout  King, signing back in, reporting for resister duty‼️"
504,AnitaWade104,2019-05-29 14:57:51+00:00,en,0,Twitter Web App,I had to stay busy with other things but it was worth it to be a part of the  #TwitterBlackout
505,blndvmpyr,2019-05-29 14:56:18+00:00,en,1,Twitter for Android,"@stevebeulah #TwitterBlackout was a nice change. And coming back to #muellerstatement. 
Am a little apprehensive since he's still at DoJ &amp; whatever he plans on saying has already been vetted. 🤔"
506,CHALI60R,2019-05-29 14:54:32+00:00,en,2,Twitter for iPhone,@Vickivbreezy @bfs2020 @spiritmoon7 @londongal_28 @3EyedRaven6 @IWLarmtUnited @Mayo4Mz @dkmzkt322 @Rose52413 @56blackcat @62Namaste @62WalterP @pburrier_78217 @theNiteMadness @88carissa88 @Leslie_9657 @00NX01 @14ATX Hope they PARTICIPATED #TWITTERBLACKOUT
507,Super_woman0811,2019-05-29 14:54:18+00:00,en,0,Twitter for iPhone,"@Jwheels208 I looked for u a few days ago before we did the #TwitterBlackOut ... it’s good to read ya king! And yes I’m good ! Just workin, hustling, and grinding ! ❤️❤️"
508,niolaar2,2019-05-29 14:53:43+00:00,en,2,Twitter for iPhone,"Opinion on interesting series movies 
Twitter people do your things 
Comment and retweet 
#seriesmovies #Retwet #TwitterBlackout #twitterblades https://t.co/wH5ajzowrn"
509,fbcooper1,2019-05-29 14:39:12+00:00,en,0,Twitter Web Client,"@Vickivbreezy i felt #TwitterBlackout was useful for us to work together, to try new things. We don't have official leadership so it wasn't planned. @pam_brundige is now organizing an August march and looking for help."
510,CHALI60R,2019-05-29 14:37:18+00:00,en,0,Twitter for iPhone,@OttoSalaj @Vickivbreezy 2each Their a OWN.But This was MORE Of A GROUP Effort. Because U See&gt;&gt;The Reasoning Behind #TwitterBlackout Was2Challenge @Twitter specifically Speaking nazi enabling @jack Who bans People Because a high volume of trolls“REPORT”(OUR) Accounts..However they linger on Twitter 4ever
511,Clarindaj092689,2019-05-29 14:26:51+00:00,en,0,Twitter for Android,Long 2 days without Twitter. #TwitterBlackout
512,SixPersistsBlue,2019-05-29 14:25:50+00:00,en,145,Twitter for Android,"So I know some folks we doing the #TwitterBlackout for a bit. Hopefully you all took the opportunity to relax, destress, and otherwise recharge!

Now that we're all back, let's talk about impatience, frustration, &amp; hopelessness. And the #DespairTrolls spreading them. https://t.co/7kM1bnWzBB"
513,RagsII,2019-05-29 14:06:59+00:00,en,2,Twitter Web Client,"@fuckthewall2019 @jodell1002 I struggled too, but it was for a good cause! #twitterblackout"
514,calijo77,2019-05-29 14:04:57+00:00,en,5,Twitter for iPhone,@b_sullivan704 @RitaJ2011 @MoRandolph130 @19531923 @DavidOcasio3 @ToshLS @KSSusieQ @Sharpinsky @VictoriaLAlbers @danoBdano @Imagechaser7 @CarolynYoung64 @og_dbl_lo_g @twzzler2 @chelle_thrasher @Richcomputerguy @Beverly8J @notianrapoport Followed all! Was on #TwitterBlackOut 💜🌊💪🏼
515,EveMue,2019-05-29 13:59:51+00:00,en,0,Twitter for iPhone,"Am I the only one who has been away from Twitter since May26th for #twitterblackout and just logging in today? 

Well, I’m back. On a good day apparently. Mueller is making a public statement and his boss is out of the country. The WH has been given a heads up. 11:00 AM EST."
516,calijo77,2019-05-29 13:53:03+00:00,en,0,Twitter for iPhone,Hello and I’m back. 😀How many folks participated in the #TwitterBlackOut? #Resisters #Resist #TW #TheResistance
517,TNsmartass,2019-05-29 13:52:45+00:00,en,0,Twitter for iPhone,I survived the #TwitterBlackout of 2019. https://t.co/dMp8eCKqNF
518,Gr3Te4rights,2019-05-29 13:52:23+00:00,en,3,Twitter for Android,"@american2084 @Ironhorse76 @pam_brundige @LegionBobo @PlayingPolitix @AussieDebBell @Eathbound420 @ShelbyKStewart @D_resists @kodiak149 @LadyJudi @FireGoddessB @DearAuntCrabby @P4boxers @mcspocky @Cruellaisdevine @EarlOfEnough @FSFtoday1 So, did we, my dear Steve #Blackout #TwitterBlackOut 
Told you, we will stand by you guys, so we did, with my whole family: Faith, Happy, Tez! Couldn't be more proud of them! 💙💙💙 https://t.co/8v9fZKzFIt"
519,Rainbows2xs,2019-05-29 13:48:06+00:00,en,2,Twitter for iPad,@therealkevinTE Did the #TwitterBlackOut &amp; came back on today with account in Twitter jail &amp; lost 2K in followers.  Ugh!
520,MyDiabolical,2019-05-29 13:42:24+00:00,en,0,Twitter Web Client,Back from the #TwitterBlackout ! What'd I miss?
521,bell_yeti,2019-05-29 13:40:55+00:00,en,0,Twitter for iPhone,"Good morning. Is everyone back, having taken 2 days off?  This #TwitterBlackout didn’t really show our strength because not every resister knew about it. Lets start planning to do it again after getting everyone on board."
522,american2084,2019-05-29 13:23:59+00:00,en,7,Twitter Web Client,"@mrsbunnylloyd @pam_brundige Bunny, same here.  I didn't know that not many participated in the #TwitterBlackout, because I realized that if I checked Twitter, that would give them ad rev.  I made a commitment and stuck to it."
523,HumanityLove32,2019-05-29 13:21:02+00:00,en,0,Twitter for Android,"""Roy did nothing wrong &amp; tRump supports pedo-rapists bbbuuttt he still won't win.""
...🙆🙆It was a nice 2day #TwitterBlackout w/out having to have my head explode hourly, if not more. Back to #Wtfock reality. #NaziMurikkka #WednesdayWisdom"
524,american2084,2019-05-29 13:07:06+00:00,en,8,Twitter Web Client,"@Gr3Te4rights @Ironhorse76 @pam_brundige @LegionBobo @PlayingPolitix @AussieDebBell @Eathbound420 @ShelbyKStewart @D_resists @kodiak149 @LadyJudi @FireGoddessB @DearAuntCrabby @P4boxers @mcspocky @Cruellaisdevine @EarlOfEnough @FSFtoday1 Thank-You, Grete.
I was off Twitter yesterday and the day before for the #TwitterBlackout Protest.  I really, really missed you and all the other great resisters!"
