,User,Date Created,Language,Number of Likes,Source of Tweet,Tweet
3748,papercrownlwt,2016-11-09 20:01:02+00:00,en,0,Twitter for iPhone,Can someone assassinate him already? #HesNotMyPresident #PresidentialElection #twitterblackout https://t.co/VIo6pf4S54
3749,CW_CWP,2016-11-09 20:00:19+00:00,en,0,Twitter for iPad,"Not an American, but I'll still show my support by being a part of #twitterblackout"
3750,sh_dows,2016-11-09 20:00:18+00:00,en,0,TweetDeck,"#twitterblackout -- you're in a similar position. I'm so sorry for you but what's done is done. It's democracy, you have to deal with it..."
3751,Lady0Gossip,2016-11-09 20:00:05+00:00,en,0,LighterLog,Wes Studi https://t.co/NdtJcJ5dH5 #WesStudi #winniesun #uberwebinar #twitterblackout #our100 #kidpit #faith #WeLoveYouMiley #SigningDay
3752,NickChavarria,2016-11-09 19:59:34+00:00,en,2,Twitter Web Client,"#TwitterBlackout #NotMyPresident
 LGBTQ+ lives matter
 Muslim lives matter
 Women need equal rights
 Black lives matter
 Latino lives matter"
3753,sh_dows,2016-11-09 19:59:02+00:00,en,0,TweetDeck,#twitterblackout not that I'm happy with the election but isn't this operation like the UK asking for a revote? You laughed at them &amp; now --
3754,multireality93,2016-11-09 19:58:46+00:00,en,1,Twitter for iPhone,"Black lives matter 
LGBTQ lives matter
Muslim lives matter
Woman's rights matter 
Latino lives matter 
#Twitterblackout"
3755,RedJapser,2016-11-09 19:58:37+00:00,en,1,Twitter for Android,Don't #twitterblackout. #hopeburnsbright. We are the many. No diversions. Our voices are now directed at one place.
3756,firehamsterpig,2016-11-09 19:58:37+00:00,en,10,Twitter for iPhone,to all minorities in USA: stay strong. stay safe. take care of your loved ones. 💕#twitterblackout
3757,lottie1235,2016-11-09 19:58:31+00:00,en,2,Twitter Web Client,Not american but i suppport. #twitterblackout
3758,dearbewiIdered,2016-11-09 19:57:59+00:00,en,0,Twitter for Android,"Black lives matter 
LGBTQ+ lives matter
Muslim lives matter
Woman's rights matter 
Latino lives matter 
#Twitterblackout"
3759,robertosenna,2016-11-09 19:57:25+00:00,en,0,Twitter Web Client,#TwitterBlackout Go ahead make my day! #GetOutTrump #GetOutTemer #GetOutLePen #ForaTrump #ForaTemer #ForaLePen
3760,therealcarzzy,2016-11-09 19:56:39+00:00,en,0,Twitter Web App,@therealcarlos21@katyperry #twitterblackout count me in I'm aboard https://t.co/m2r1D8Ufoz
3761,vuzyy,2016-11-09 19:56:29+00:00,en,2,Twitter for Android,#twitterblackout stupid hashtag twitter isn't even real you lot should do something that would make a real impact in the real world
3762,AlsaceVersace,2016-11-09 19:55:43+00:00,en,1,Twitter for iPhone,This man is not my president. I thought we were better than this... #TwitterBlackout
3763,aspenskidude,2016-11-09 19:55:24+00:00,en,0,Twitter Web App,We will survive this. #twitterblackout
3764,kindofadmire,2016-11-09 19:55:20+00:00,en,0,Twitter for Android,#twitterblackout so sad that this is necessary to show my support :(
3765,BoltTechNg,2016-11-09 19:55:14+00:00,en,2,Twitter for iPhone,#TwitterBlackout is how people are protesting the election on Twitter https://t.co/AOnGeAHNld
3766,TeeBern,2016-11-09 19:54:48+00:00,en,0,Twitter for iPhone,Trump’s victory has enormous consequences for the Supreme Court-The Washington Post #NotMyPresident #TwitterBlackout https://t.co/Q8eYhNVh3z
3767,stevFISH,2016-11-09 19:54:22+00:00,en,0,Twitter for Android,#twitterblackout #HesNotMyPresident I am poor. I have black friends. I have gay friends. I am bisexual. I do not accept this.
3768,wlstcom,2016-11-09 19:53:39+00:00,en,0,wlst,#TwitterBlackout is how people are protesting the election on Twitter #protesting #election https://t.co/mdt7DkdiRr https://t.co/TmrRBv1rbl
3769,Oldie_Records,2016-11-09 19:53:36+00:00,en,1,Twitter Web Client,"$TWTR Stock Rose Today.
""#TwitterBlackout is how people are #protesting the #election on #Twitter""
https://t.co/tnOQAvjeTB via @YahooFinance"
3770,TeeBern,2016-11-09 19:53:35+00:00,en,1,Twitter for iPhone,"Why Trump won, explained in 727 words - Vox #NotMyPresident #TwitterBlackout  https://t.co/hjCqLXXleS"
3771,Chrstphr23,2016-11-09 19:53:03+00:00,en,0,Twitter for Android,"#twitterblackout rt, spread the love know we will need it #imscared #notmypresident #StandTogether"
3772,multireality93,2016-11-09 19:52:24+00:00,en,32,Twitter for iPhone,Not even American but I will support this cause #twitterblackout https://t.co/3ttGiwkJcs
3773,twosne,2016-11-09 19:52:21+00:00,en,0,Twitter for iPhone,Supporting #twitterblackout
3774,jen_acnh,2016-11-09 19:51:51+00:00,en,26,Twitter for iPhone,"I may not live in America, but that doesn't stop me from caring about every single person on this planet 🌎 #twitterblackout"
3775,BigBrotherUKCBB,2016-11-09 19:51:28+00:00,en,0,Twitter Web Client,"LGBTQ+ Lives matter
Womens lives matter
Black lives matter
#twitterblackout #NotMyPresident
just trying to raise awareness #twitterblackout https://t.co/YO3OxDDVPm"
3776,queer_asf,2016-11-09 19:51:21+00:00,en,3,Twitter for iPhone,psa that im taking part in the #TwitterBlackout because i believe that the minorities of America deserve better
3777,ajcohen69,2016-11-09 19:51:17+00:00,en,1,Twitter Web Client,"Forget being American, today I'm embarrassed to be human. #TwitterBlackout"
3778,RealShayNicole,2016-11-09 19:50:42+00:00,en,0,Twitter for iPhone,"Remember, there is no room for love and hate in the same house. Spread love and positivity in the face of adversity. 🙌🏾❤️ #twitterblackout"
3779,JaimeSperandio,2016-11-09 19:50:19+00:00,en,2,Twitter for iPhone,Today we mourn. Tomorrow we work. Change must come. #TwitterBlackout
3780,kIopptimistic,2016-11-09 19:50:18+00:00,en,1,Twitter for Android,"Trump supporters: 'this won't change anything! He'll remain president! 
Me:
#twitterblackout https://t.co/YzRpTpQDQj"
3781,jusbjen,2016-11-09 19:49:40+00:00,en,1,Echofon,This!! RT @nycsandygirl: #TwitterBlackout #ImStillWithHer
3782,HenrieKeane,2016-11-09 19:49:12+00:00,en,0,Twitter Web Client,I want no part of Nazi Trump's nation.  #TwitterBlackout #CalExit #WestCoastNation #NotMyPresident #AmericaIsLostParty #Secession #NotOkay https://t.co/g7J0yuVEuo
3783,evointentions,2016-11-09 19:49:08+00:00,en,0,Twitter for iPhone,#twitterblackout #trumpisnotmypresident I don't support a man who has so much disrespect towards women and various ethnicities far and wide. https://t.co/97ktjgDqFD
3784,DJServitude,2016-11-09 19:48:47+00:00,en,0,Twitter Web Client,THATS WHATS UP @katyperry #TwitterBlackout #ImWithYou
3785,Ian_iQmwauz,2016-11-09 19:48:42+00:00,en,0,Mobile Web (M2),#TwitterBlackout am afraid that Mr.Trump will deport half of the american population.God bless The world.
3786,AphroditeLady9,2016-11-09 19:48:32+00:00,en,1,Twitter for Android,"Can this be just a bad joke? 
#ImStillWithHer #HesNotMyPresident #TwitterBlackout"
3787,gizmoholly8701,2016-11-09 19:48:31+00:00,en,0,Twitter for iPhone,I feel so sorry for America right now #twitterblackout
3788,BigBrotherUKCBB,2016-11-09 19:48:25+00:00,en,0,Twitter Web Client,Trum as president is a joke. Join me in #twitterblackout
3789,lovatosuh,2016-11-09 19:48:08+00:00,en,2,Twitter for iPhone,let us stand together ✊🏻✊🏼✊🏽✊🏾✊🏿 #twitterblackout https://t.co/7vXRaNcdoi
3790,hollyrhopkins,2016-11-09 19:47:44+00:00,en,0,Twitter for iPhone,"I'm not American, but I will stand by those who wanted anything but this outcome. #TwitterBlackout"
3791,Sam41797,2016-11-09 19:47:31+00:00,en,0,Twitter for Android,I join in #TwitterBlackOut 🙌💪🙏
3792,multireality93,2016-11-09 19:47:03+00:00,en,0,Twitter for iPhone,I will gladly protest after that result #twitterBlackout
3793,elizabethkirk,2016-11-09 19:47:02+00:00,en,3,Twitter for iPhone,#twitterblackout because the election results woke us up to a sobering reality.
3794,Cajun__X,2016-11-09 19:46:56+00:00,en,0,Twitter for Android,All the people doing this #TwitterBlackout are all salty Hillary supporters that can't accept Trump ran better than Hillary.
3795,cjdangerfield,2016-11-09 19:46:44+00:00,en,1,Twitter for iPhone,#twitterblackout I'm not American but I still hate Trump and want to campaign with the Americans against him
3796,steffyannd,2016-11-09 19:45:57+00:00,en,0,Twitter for Android,I refuse to be misrepresented by a bigot and racist asshole #twitterblackout #notmypresident #imwithher
3797,carohallock,2016-11-09 19:45:32+00:00,en,3,Twitter for iPhone,I am a woman who is part of the lgbtq+ community and I MATTER #twitterblackout
3798,aphrodisiacall,2016-11-09 19:45:24+00:00,en,0,Twitter for iPhone,#twitterblackout don't know what the fuck america was thinking. you're all acting like we're being cunts to trump for no reason. we hate -
3799,WalterwhitePr,2016-11-09 19:44:59+00:00,en,0,Twitter Web Client,"Isn't democracy a twat, but hey, fancy the alternative? #twitterblackout"
3800,Cabo_Joes,2016-11-09 19:44:49+00:00,en,0,Twitter for iPhone,Come Eat! #RareElPaso #twitterblackout https://t.co/bcrP6cIMcB
3801,Bostonldy85,2016-11-09 19:44:24+00:00,en,1,Twitter for iPhone,#twitterblackout #notmypresident  Next 4 years will be tough. But so are Americans.
3802,bangtanpichives,2016-11-09 19:44:10+00:00,en,1,Twitter for iPhone,"I do not, I cannot support anything he stands for. #twitterblackout #notmypresident"
3803,multireality93,2016-11-09 19:43:52+00:00,en,1,Twitter for iPhone,I'm joining the #twitterblackout ☺️☺️☺️☺️
3804,kIopptimistic,2016-11-09 19:43:16+00:00,en,3,Twitter for Android,#twitterblackout I'm british but I'm scared for the world.
3805,amesinde_a,2016-11-09 19:41:44+00:00,en,0,Twitter for BlackBerry®,"@lynxhollow #twitterblackout #NotMyPresident light up my friend, and remember its not the END"
3806,AcoPensal,2016-11-09 19:41:21+00:00,en,16,Twitter for iPhone,"To my #LGBT+ fam. Stay strong. You can't let him win. Remember: love always gonna win even in the hardest time, love wins! #twitterblackout✊"
3807,jordan__vball,2016-11-09 19:41:11+00:00,en,1,Twitter for iPhone,Take what you need #twitterblackout
3808,audiophyll,2016-11-09 19:40:29+00:00,en,0,IFTTT,Katy Perry joins #TwitterBlackout to Protest Donald Trump https://t.co/BErIDeFtYh https://t.co/F5pcHxfScc
3809,WalterwhitePr,2016-11-09 19:40:24+00:00,en,0,Twitter Web Client,If its any consolation I felt this bad when Colin was made team leader of our office. #twitterblackout
3810,DeShaunsMrk,2016-11-09 19:40:16+00:00,en,0,IFTTT,Katy Perry joins #TwitterBlackout to Protest Donald Trump https://t.co/7sHt5pmxwY https://t.co/0PF4qAp9rK
3811,billboard,2016-11-09 19:40:03+00:00,en,631,SocialFlow,Katy Perry joins #TwitterBlackout to Protest Donald Trump https://t.co/1fbcyx8BIB https://t.co/9g4kYDjVGr
3812,juliebejulie,2016-11-09 19:39:33+00:00,en,0,Twitter for iPhone,This is a dark time. #TwitterBlackout #ImStillWithHer #TrumpIsNotMyPresident https://t.co/TEOoUb4geR
3813,sbullers2002,2016-11-09 19:39:18+00:00,en,1,Twitter Web Client,"#Twitterblackout  
the lives of women,
people of color, 
LGBT individuals, muslims, everyone- All lives matter
#NotMyPresident #ImWithHer"
3814,TrueBlueNJ,2016-11-09 19:39:14+00:00,en,2,Twitter Web Client,"#twitterblackout #NotMyPresident #ImStillWithHer
Everybody's lives matter #StayStrong #StaySafe https://t.co/1fpvfWJyxk"
3815,bossofbitcoin,2016-11-09 19:38:46+00:00,en,0,Twitter for Android,#TwitterBlackout is how people are protesting the election on Twitter https://t.co/iYoEIf489d via @YahooFinance
3816,barnacleTW,2016-11-09 19:38:31+00:00,en,1,Twitter Web Client,"#twitterblackout Will never accept this, never. I will never let ignorance &amp; hate win. #NotMyPresident"
3817,Fer_Carrion,2016-11-09 19:38:09+00:00,en,2,Twitter Web Client,First time in four years I change my twitter profile picture. #NotMyPresident #TwitterBlackOut
3818,WalterwhitePr,2016-11-09 19:37:25+00:00,en,0,Twitter Web Client,Lets go one better and black up our faces... oh hang on... the Dallas police!!!!! #twitterblackout
3819,shelbbetch,2016-11-09 19:36:36+00:00,en,5,Twitter for iPhone,"I was supposed to wake up today proud to be a woman. 

Instead I woke up scared for my rights. #NotMyPresident #Twitterblackout"
3820,CruzBruCati,2016-11-09 19:36:24+00:00,en,1,Twitter for iPhone,"#twitterblackout BUT I respect democracy, and if this is what the majority wants...then so be it."
3821,CruzBruCati,2016-11-09 19:35:58+00:00,en,0,Twitter for iPhone,"#twitterblackout He is not my President:I am proud to be an American, and his ideology is not mine..."
3822,mkryschuk1,2016-11-09 19:35:52+00:00,en,2,Twitter for Android,I did the #twitterblackout #ForAmericans
3823,Lookatrv,2016-11-09 19:34:36+00:00,en,2,Twitter for iPhone,#TwitterBlackout to present that you don't agree with this election
3824,WalterwhitePr,2016-11-09 19:34:12+00:00,en,0,Twitter Web Client,I bet Donald Trump is scared shitless over this. #twitterblackout
3825,Fluff_fury,2016-11-09 19:34:08+00:00,en,0,Twitter Web Client,Hate has won this election but we cannot let it win this country. The fight for our nation is not over. Love is love #twitterblackout
3826,97jk_kore,2016-11-09 19:33:49+00:00,en,0,Twitter for Android,do not lose hope. #twitterblackout #ElectionNight #TwitterDown
3827,G4SOLlNA,2016-11-09 19:33:43+00:00,en,1,Twitter for iPhone,"according to the Simpsons, the elected president after Trump was a woman. Michelle, I'm looking at you. 😩 #TwitterBlackOut"
3828,mark_Buckley97,2016-11-09 19:33:35+00:00,en,0,Twitter for iPhone,If you're over the age of 16 doing the #TwitterBlackout grow the fuck up lmao
3829,lauraftcamila,2016-11-09 19:33:06+00:00,en,0,Twitter for iPhone,#TwitterBlackout do it &amp; rt so everyone can see it https://t.co/Exukufqi0s
3830,CarolFo40636667,2016-11-09 19:32:56+00:00,en,22,Twitter for iPhone,"I cannot stand to look at that Trump family , they make me nauseous, he'll never be my president #TwitterBlackout"
3831,rhythmofyrheart,2016-11-09 19:32:11+00:00,en,0,Twitter for iPhone,I wish I was American so I could do twitter blackout. But I'm removing the colour from my profile layout in support of it. #twitterblackout
3832,xtaliaxo2,2016-11-09 19:31:28+00:00,en,0,Twitter for iPhone,I may be young but I know a twat when I see one #twitterblackout
3833,SFGate,2016-11-09 19:31:17+00:00,en,6,dlvr.it,#TwitterBlackout is how people are protesting on Twitter https://t.co/zbUcjkFBt3 https://t.co/eEsMJIbMnX
3834,DavidChiu,2016-11-09 19:30:28+00:00,en,1,Twitter Web Client,#TwitterBlackout: Love Trumps Hate.
3835,DavidChiu,2016-11-09 19:30:04+00:00,en,2,Twitter Web Client,"#TwitterBlackout: ""Then they came for me—and there was no one left to speak for me."" I stand with nasty women, bad hombres &amp; Trump targets."
3836,aestaestic,2016-11-09 19:29:59+00:00,en,0,Twitter for Android,"I'm not american, but I support you in any way I can #twitterblackout"
3837,WalterwhitePr,2016-11-09 19:29:53+00:00,en,0,Twitter Web Client,If you believe that Trump is evil then the majority of Americans who voted for him must also be evil...... oh dear!!!! #twitterblackout
3838,xsoftmoonx,2016-11-09 19:29:13+00:00,en,2,Twitter for iPhone,"I believe in women, LGBTQ+, Muslims, Hispanics, blacks, immigrants, and any other minority. We are strong. #NotMyPresident #twitterblackout"
3839,Mohamad_Alali5,2016-11-09 19:29:06+00:00,en,0,Twitter for Android,"Follow Please🙏 👈👈
➡ @MohammedOSaad 👈
➡📷https://t.co/xqvR2iaIXp …… 👈
#uselection2016 #naked  #rt #twitterblackout 
#etsy #necklace https://t.co/HWQPUdFQRp"
3840,marieclaire,2016-11-09 19:28:39+00:00,en,9,SocialFlow,"Remember, your voice is powerful: https://t.co/PYjHtiwMfT #TwitterBlackout https://t.co/aElwIEdSlh"
3841,Lea_Sunshine9,2016-11-09 19:28:00+00:00,en,0,Twitter for Android,"because I'm still in shock and can't believe this really happened... 
#twitterblackout"
3842,Chewpster_,2016-11-09 19:27:57+00:00,en,0,Twitter for iPhone,"#twitterblackout I'm so sorry for all of the LGBT community, Hispanics, and the muslims. If there is such a god, I hope he does you good"
3843,TahjaTiger,2016-11-09 19:27:54+00:00,en,0,Twitter for Android,"#twitterblackout 

I am here. And I will not stand with or for @realDonaldTrump"
3844,yallp4thet1c,2016-11-09 19:27:48+00:00,en,0,Twitter for Android,I'm participating in this because TRUMP IS NOT MY FUCKING PRESIDENT #twitterblackout
3845,urstrulyaurora,2016-11-09 19:27:19+00:00,en,1,Mobile Web (M2),Congratulations America! You've now set yourselves a death sentence. I cry for you all. #twitterblackout #trump
3846,MaryMar99015207,2016-11-09 19:26:55+00:00,en,0,Linkis: turn sharing into growth,Twitter has started a form of peaceful protest with #twitterblackout read about... https://t.co/4XoUaKgtVZ by #epsom2014 via @c0nvey
3847,Gunow_uk,2016-11-09 19:26:35+00:00,en,0,Gunow UK,#TwitterBlackout is how people are protesting the election on Twitter (TWTR) https://t.co/Q20kSRNQPP
3848,WalterwhitePr,2016-11-09 19:26:24+00:00,en,0,Twitter Web Client,Shouldn't this be twitterpersonsofcolourout? #twitterblackout
3849,lower25ji,2016-11-09 19:26:20+00:00,en,1,Twitter for iPhone,im not from the us but all of the american people that were in their right mind &amp; didn't vote trump need all of our support #twitterblackout
3850,muppetadults,2016-11-09 19:24:50+00:00,en,1,Twitter Web Client,We all have to stick together and stand up for one another if we're going to survive this next four years. #NotMyPresedent #TwitterBlackout
3851,RecklessMoxie,2016-11-09 19:24:36+00:00,en,0,Twitter for iPhone,#twitterblackout a small role I can play to support humanity today.
3852,Brian_JTC,2016-11-09 19:24:01+00:00,en,0,Twitter for iPhone,I will not be changed by your stupidity or prejudice #TwitterBlackout #LBGTQ #WednesdayWisdom
3853,wckdsels,2016-11-09 19:23:43+00:00,en,0,Twitter for iPhone,"i am in, join me if you disagree too #twitterblackout https://t.co/BqcbCYuq9J"
3854,maxledi,2016-11-09 19:23:41+00:00,en,1,Twitter for iPhone,"peace will win.
|-/
fear will lose.

#twitterblackout"
3855,giveitago2,2016-11-09 19:23:23+00:00,en,0,Twitter Web Client,#twitterblackout this is the lamest protest ive ever seen..im pissing myself
3856,cIegane,2016-11-09 19:23:14+00:00,en,66,Twitter for iPhone,"a nation reborn — my poem, dedicated to those who will suffer at the evil hands of trump

#NotMyPresident #TrumpPresident #twitterblackout https://t.co/8KrYaTasyU"
3857,AMercurySun,2016-11-09 19:22:51+00:00,en,0,Twitter for Android,It's amazing how spoiled rotten and delusional #TwitterBlackout
3858,_peachtxa,2016-11-09 19:22:21+00:00,en,0,Twitter for iPhone,I'm going to do the #twitterblackout even if I'm not american
3859,Jenniekimm_,2016-11-09 19:22:14+00:00,en,0,Twitter for iPhone,PLEASE SAY THIS IS TRUE  #twitterblackout #HesNotMyPresident #TrumpPresident https://t.co/q8ZwPKvK7e
3860,JosephOSull,2016-11-09 19:20:38+00:00,en,0,Twitter Web Client,#twitterblackout Bunch of bored cunts who can't even vote anyway.
3861,MarkEPothier,2016-11-09 19:20:22+00:00,en,0,Twitter Web Client,#TwitterBlackout  Remember: LOVE is the province of the BRAVE. https://t.co/11H6sRQ2nj
3862,HenrieKeane,2016-11-09 19:20:15+00:00,en,0,Twitter Web Client,@MMFlint I want no part of Nazi Trump's nation. #TwitterBlackout #CalExit #NotMyPresident #AmericaIsLostParty #Secession #NotOkay
3863,reddgirl56,2016-11-09 19:19:51+00:00,en,0,Linkis: turn sharing into growth,Katy Perry Joins Trump Protestors In #TwitterBlackout https://t.co/YSppaRzdan
3864,whtafeelinglwt,2016-11-09 19:19:49+00:00,en,4,Twitter for iPhone,#TwitterBlackout i want my rights as a Mexican-American woman. i don't want men thinking it's okay to grope &amp; grab women. #NotMyPresident
3865,sesmith721,2016-11-09 19:19:32+00:00,en,0,Twitter Web Client,Such a disappointment. #TwitterBlackout #HesNotMyPresident
3866,mantisnebula,2016-11-09 19:19:14+00:00,en,0,Twitter for iPhone,"#TwitterBlackout isn't to try and get Trump out of office. At this point, it's to mourn and grieve the loss of many individual's rights."
3867,jess_concepcion,2016-11-09 19:18:55+00:00,en,1,Twitter Web Client,"take one, rt n pass it on #twitterblackout https://t.co/c9uPLaaEBz"
3868,dogplushies,2016-11-09 19:18:53+00:00,en,1,Twitter for Android,@valorlakefront #twitterblackout protesting trump
3869,giveitago2,2016-11-09 19:18:05+00:00,en,0,Twitter Web Client,#twitterblackout as if I'm going to do it...
3870,Oh_My_Croft,2016-11-09 19:17:41+00:00,en,1,Twitter Web Client,@thedailyfem it's the #twitterblackout against Trump. Which reminds me...
3871,dionnemgc,2016-11-09 19:17:33+00:00,en,0,Twitter for iPhone,"I'm not from America but I'm so shocked &amp; sorry for everyone!Can't believe Trump won
Stay strong &amp; save
#HesNotMyPresident
#twitterblackout"
3872,fairytardis,2016-11-09 19:17:28+00:00,en,2,Twitter for iPhone,i'm not american but the fact that donald trump is president utterly terrifies me #twitterblackout
3873,Smol_queer_bean,2016-11-09 19:16:53+00:00,en,0,Twitter for iPhone,I'm not American but I am with the many others doing the #twitterblackout
3874,MAhsan_MAQ,2016-11-09 19:16:28+00:00,en,0,Twitter SMS,"@Mansourehmi RT @Morphe350 #twitterblackout because this scares me https://t.co/HFUeRtkQ70

https://t.co/WypsayZwdk"
3875,thekindofmagic,2016-11-09 19:16:26+00:00,en,0,Twitter for Android,I'm not American but fuck trump and everything he stands for  #twitterblackout
3876,LGBT5HINEE,2016-11-09 19:16:18+00:00,en,0,Twitter for Android,Take what you need and spread on  #twitterblackout
3877,ghiblisuga,2016-11-09 19:16:10+00:00,en,0,Twitter for iPhone,Im doing the #twitterblackout today fyi
3878,heartsgxne,2016-11-09 19:15:41+00:00,en,0,Twitter for iPhone,#twitterblackout I blacked out my twitter last night because I felt that it represented how I felt . I'm glad it's a widespread thing.
3879,shelbbetch,2016-11-09 19:15:39+00:00,en,3,Twitter for iPhone,He's not my president. #NotMyPresident #Twitterblackout
3880,Commical_Ali,2016-11-09 19:15:21+00:00,en,1,Twitter for iPhone,This hashtag is racist #twitterblackout
3881,RitzHemipterz,2016-11-09 19:15:11+00:00,en,1,Twitter for Android,"This is the #TwitterBlackout 
We can't change what happened but we can still make a difference"
3882,jmcmorrow08,2016-11-09 19:15:02+00:00,en,1,Twitter Web Client,#TwitterBlackout bitches
3883,Gryphlette,2016-11-09 19:14:36+00:00,en,0,Twitter for Android,"#Twitterblackout #NotMyPresident
I am afraid for my country. If you opposed Trump &amp; didn't vote...SHAME ON YOU!"
3884,Matthelzor,2016-11-09 19:13:50+00:00,en,0,Twitter Web Client,"Seeing how a day that ruined everything and will proceed to do it, very, ""slowly"" i support this. #Twitterblackout"
3885,LGBT5HINEE,2016-11-09 19:13:31+00:00,en,1,Twitter for Android,#twitterblackout the people voted for Hillary yet trump still won? Yet america say they run a democracy 👋
3886,anonPhandomNice,2016-11-09 19:12:53+00:00,en,0,Twitter for Android,Do this  #twitterblackout
3887,jusaustinhere,2016-11-09 19:11:41+00:00,en,0,Twitter for iPhone,#TwitterBlackout #twitterblackout #notmypresedent https://t.co/wMGlcousYw ‼️‼️‼️ PETITION TO IMPEACH DONALD TRUMP
3888,abigailmarian,2016-11-09 19:10:39+00:00,en,1,Twitter for iPhone,Cannot and will not remain quiet or calm. #twitterblackout #NotMyPresident
3889,lanamjoonance,2016-11-09 19:10:32+00:00,en,0,Twitter Web Client,changed my layout #twitterblackout
3890,SpizzyP,2016-11-09 19:10:03+00:00,en,1,Twitter for iPhone,#twitterblackout From Obama to Trump? We're going from #Class to #Crass
3891,334573322i,2016-11-09 19:09:59+00:00,en,1,Twitter for iPhone,#twitterblackout we all need to help eachother right now. Love will always win ✌🏻✌🏼✌🏽✌🏾✌🏿
3892,DocMcfly,2016-11-09 19:09:51+00:00,en,0,Twitter Web Client,@tdhump Exactly. He is not my president. #twitterblackout
3893,SuperPosh7,2016-11-09 19:09:45+00:00,en,0,Twitter for iPad,"#HesNotMyPresident and #twitterblackout are the funniest thing ever. Democracy at its finest, providing they get the result they want."
3894,maggie5sosDolan,2016-11-09 19:08:31+00:00,en,0,Twitter for iPhone,I've never felt so scared in my life but not for me for everyone in America that will have him as a president. #twitterblackout
3895,FloridaVoterNPA,2016-11-09 19:07:45+00:00,en,1,Twitter Web Client,America decided who they wanted to be last night.  I couldn't be more disappointed.  #twitterblackout
3896,RocknRollr9,2016-11-09 19:07:38+00:00,en,0,Twitter for iPhone,#twitterblackout #notmypresident #imstillwithher we shall RISE! ✌🏻️❤️ https://t.co/9vSIDCzi0R
3897,BizPaul,2016-11-09 19:07:10+00:00,en,0,Twitter for iPhone,"I don't get things like #twitterblackout. I wouldn't vote for Trump if was US citizen, but I would vote. What will a twitter campaign do?"
3898,CollegeCandy,2016-11-09 19:06:51+00:00,en,0,Twitter Web Client,A ton of people are participating in the #TwitterBlackout. So what's the deal? Here's what you need to know.  https://t.co/Ml8b6AHXIX
3899,looking4oz,2016-11-09 19:06:31+00:00,en,0,Twitter Web App,#twitterblackout #facebookblackout hell #mediablackout. Let us mourn and then let us begin
3900,muhk3nz33,2016-11-09 19:06:27+00:00,en,21,Twitter Web Client,Trump is not my president. I am not supporting anyone who doesn't support anybody but straight white men. #NOTMyPresident #twitterblackout
3901,1975rhi,2016-11-09 19:06:07+00:00,en,0,Twitter for iPhone,americas majority voting system is so fucked up and it needs to be changed #twitterblackout
3902,MistfulDragon,2016-11-09 19:05:56+00:00,en,0,Twitter for iPhone,"""Raise a glass to freedom, something they can never take away"" #twitterblackout"
3903,studioexec1,2016-11-09 19:05:53+00:00,en,0,Twitter Web Client,How much blacker could the #TwitterBlackout be? The answer is none. None more black. https://t.co/rIeutkq7UE
3904,3AMVENUS,2016-11-09 19:05:52+00:00,en,0,Twitter for iPhone,im doing it even though i live in england bc fuck you trump. #twitterblackout
3905,melaninp0ppin,2016-11-09 19:05:41+00:00,en,2,Twitter for iPhone,"WOMEN MATTER. MUSLIM LIVES MATTERS. BLACK LIVES MATTER. LATINO LIVES MATTER. LGBTQ LIVES MATTER. 
#TwitterBlackout #NotMyPresident https://t.co/HQzWuD4Rhv"
3906,Exmotions,2016-11-09 19:05:23+00:00,en,18,Twitter for iPhone,Everyone should do the #TwitterBlackout at least for today
3907,ohthatjoshh,2016-11-09 19:05:22+00:00,en,0,Twitter for iPhone,This country deserves better. The vast majority of this country voted for HATE instead of LOVE!!!! #twitterblackout
3908,Josh_Wilding,2016-11-09 19:05:12+00:00,en,6,Twitter Web Client,I'm sure #TwitterBlackOut will lead to Trump deciding not to become President. Maybe someone could start a https://t.co/3L1JXupWxq petition! https://t.co/lUA5UumOFn
3909,cadley19,2016-11-09 19:04:50+00:00,en,0,Twitter for iPhone,#twitterblackout because I matter and we deserve better than this
3910,spinnerjc,2016-11-09 19:04:29+00:00,en,0,Twitter for iPhone,"#twitterblackout reject hate, choose love ❤️"
3911,skelecait,2016-11-09 19:04:19+00:00,en,16,Twitter for iPhone,take what you need and pass it on. #twitterblackout
3912,HenrieKeane,2016-11-09 19:04:18+00:00,en,0,Twitter Web Client,I want no part of Nazi Trump's nation. #TwitterBlackout #CalExit #NotMyPresident #AmericaIsLostParty #Secession #NotOkay https://t.co/xiZGMKtaVS
3913,willhalsteadss,2016-11-09 19:03:44+00:00,en,0,Twitter for iPhone,"The tears keep coming, and I keep on fighting. #TwitterBlackout"
3914,svtfelix,2016-11-09 19:03:33+00:00,en,0,Twitter Web Client,"take one, rt to pass it on + spread love #twitterblackout"
3915,Excalibur493,2016-11-09 19:02:59+00:00,en,0,Twitter Web Client,"#ThisYearImThankfulFor having a great boyfriend that can help me through all of my daily problems.

My icon's just for #TwitterBlackout, lol"
3916,pdf_boi,2016-11-09 19:02:25+00:00,en,1,Twitter for iPhone,"Until I feel safe, and all my fellow lgbt+, poc, Muslim, and other minorities feel safe. #heisnotmypresident #twitterblackout"
3917,privilegrande,2016-11-09 19:00:21+00:00,en,4,Twitter for iPhone,"to all of the muslims, blacks, lgbt, disabled, women, and other minority groups who are fighting, we're fighting w you💜 #twitterblackout"
